第一申请人,第一申请人地区,第一申请人城市,year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types
中国热带农业科学院橡胶研究所,中国,海口,2025,2,4,2.0,2,4,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位
中国热带农业科学院橡胶研究所,中国,海口市,2022,4,12,3.0,4,26,6.5,3.0,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂,基因测序；表达系统；高值活性分子,应用产品；技术平台,CRISPR；DNA测序；基因编辑；核苷酸；表达盒；诱变育种；诱导表达,"企业,科研单位,学校；科研单位"
中国热带农业科学院橡胶研究所,中国,海口市,2023,9,22,2.4444444444444446,4,28,3.111111111111111,2.4444444444444446,4,产品与应用；代谢工程与细胞工厂；生物过程与规模化,表达系统；连续制造与过程强化；高值活性分子,应用产品；技术平台；生产制造,CRISPR；基因编辑；定点突变；柠檬酸；核苷酸；表达盒；连续培养,"企业,科研单位,学校；科研单位"
中国热带农业科学院海口实验站,中国,海口市,2021,2,7,3.5,4,7,3.5,3.5,4,生物过程与规模化,下游分离纯化；发酵工程,生产制造,发酵液分离；微生物发酵；生物发酵,科研单位
中国热带农业科学院海口实验站,中国,海口市,2022,1,4,4.0,4,10,10.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,全细胞催化；四氢嘧啶；诱导表达,科研单位
中国热带农业科学院湛江实验站,中国,湛江市,2021,1,3,3.0,3,3,3.0,3.0,3,原料与低碳路线,非粮生物质,原料层,农林废弃物,科研单位
中国热带农业科学院湛江实验站,中国,湛江市,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,可降解聚合物,应用产品,PLA,科研单位
中国热带农业科学院热带作物品种资源研究所,中国,儋州市,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙酸,"科研单位,学校"
中国热带农业科学院热带作物品种资源研究所,中国,海口,2024,2,4,2.0,2,4,2.0,2.0,2,产品与应用,农业生物制造,应用产品,微生物肥料,科研单位
中国热带农业科学院热带作物品种资源研究所,中国,海口,2025,3,5,1.6666666666666667,2,5,1.6666666666666667,1.6666666666666667,2,产品与应用,氨基酸与有机酸发酵产品；高值活性分子,应用产品,丙酸；核苷酸,"科研单位；科研单位,学校"
中国热带农业科学院热带作物品种资源研究所,中国,海口市,2022,4,12,3.0,4,15,3.75,3.0,4,产品与应用；代谢工程与细胞工厂；生物过程与规模化,农业生物制造；发酵工程；表达系统；高值活性分子,应用产品；技术平台；生产制造,微生物发酵；微生物肥料；柠檬酸；核苷酸；生物发酵；表达盒,"企业,科研单位,学校；科研单位；科研单位,学校"
中国热带农业科学院热带作物品种资源研究所,中国,海口市,2023,4,9,2.25,3,9,2.25,2.25,3,产品与应用；生物过程与规模化,农业生物制造；生物反应器；高值活性分子,应用产品；生产制造,发酵罐；微生物肥料；核苷酸,科研单位
中国热带农业科学院热带生物技术研究所,中国,海口,2024,6,18,3.0,4,18,3.0,3.0,4,DNA/RNA读写编辑；产品与应用；生物过程与规模化,发酵工程；基因与基因组编辑；高值活性分子,应用产品；底层工具；生产制造,基因编辑；微生物发酵；核苷酸；生物发酵,科研单位
中国热带农业科学院热带生物技术研究所,中国,海口,2025,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑,科研单位
中国热带农业科学院热带生物技术研究所,中国,海口市,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位
中国热带农业科学院热带生物技术研究所,中国,海口市,2022,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑；定点突变,科研单位
中国热带农业科学院热带生物技术研究所,中国,海口市,2023,5,15,3.0,4,19,3.8,3.0,4,产品与应用；生物过程与规模化,下游分离纯化；发酵工程；高值活性分子,应用产品；生产制造,分离纯化；发酵生产；核苷酸；生物农药,科研单位
中国热带农业科学院环境与植物保护研究所,中国,海口,2024,2,5,2.5,4,7,3.5,2.5,4,DNA/RNA读写编辑；产品与应用,基因与基因组编辑；氨基酸与有机酸发酵产品,应用产品；底层工具,CRISPR；基因编辑；核苷酸；苏氨酸,科研单位
中国热带农业科学院环境与植物保护研究所,中国,海口,2025,1,4,4.0,4,4,4.0,4.0,4,计算设计与AI,多组学与系统建模,底层工具,基因组学,"科研单位,科研单位"
中国热带农业科学院环境与植物保护研究所,中国,海口市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,细胞破碎,科研单位
中国热带农业科学院环境与植物保护研究所,中国,海口市,2023,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑；琥珀酸,科研单位
中国热带农业科学院香料饮料研究所,中国,万宁,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙氨酸；精氨酸；苏氨酸,"企业,科研单位"
中国煤炭地质总局勘查研究总院,中国,北京市,2022,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,科研单位
中国环境科学研究院,中国,北京,2024,3,7,2.3333333333333335,3,7,2.3333333333333335,2.3333333333333335,3,产品与应用；生物过程与规模化,可降解聚合物；生物反应器；生物能源与燃料,应用产品；生产制造,PHA；生物反应器；生物燃料,"科研单位；科研单位,学校"
中国环境科学研究院,中国,北京,2025,3,10,3.3333333333333335,4,10,3.3333333333333335,3.3333333333333335,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂,基因测序；生物能源与燃料；表达系统,应用产品；底层工具；技术平台,生物燃料；表达盒；高通量测序,"科研单位；科研单位,科研单位"
中国环境科学研究院,中国,北京市,2021,2,7,3.5,4,9,4.5,3.5,4,生物过程与规模化,下游分离纯化；发酵工程,生产制造,生物发酵；生物燃料；膜分离,科研单位
中国环境科学研究院,中国,北京市,2022,5,14,2.8,4,14,2.8,2.8,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；生物过程与规模化,下游分离纯化；基因测序；氨基酸与有机酸发酵产品；生物能源与燃料；表达系统,应用产品；底层工具；技术平台；生产制造,分离纯化；柠檬酸；生物燃料；表达盒；高通量测序,科研单位
中国环境科学研究院,中国,北京市,2023,3,5,1.6666666666666667,3,5,1.6666666666666667,1.6666666666666667,3,产品与应用；生物过程与规模化,氨基酸与有机酸发酵产品；过程控制与优化,应用产品；生产制造,pH控制；柠檬酸,科研单位
中国生物技术股份有限公司,中国,北京,2024,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；CRISPR-Cas9；基因编辑,企业
中国电子系统工程第二建设有限公司,中国,无锡,2024,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,柠檬酸；生物反应器,企业
中国电子系统工程第二建设有限公司,中国,无锡,2025,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,丙氨酸；谷氨酸；酶工程,"企业,学校"
中国电建集团华东勘测设计研究院有限公司,中国,杭州,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
中国电建集团华东勘测设计研究院有限公司,中国,杭州,2025,3,9,3.0,4,14,4.666666666666667,3.0,4,产品与应用；生物过程与规模化,发酵工程；可降解聚合物；过程控制与优化,应用产品；生产制造,PLA；pH控制；发酵液分离；发酵生产；聚乳酸,企业
中国电建集团华中电力设计研究院有限公司,中国,郑州,2025,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵,"企业,企业"
中国电建集团江西省电力建设有限公司,中国,南昌市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
中国电建集团西北勘测设计研究院有限公司,中国,西安,2025,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；生物天然气,"企业,学校"
中国电建集团西北勘测设计研究院有限公司,中国,西安市,2023,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；生物反应器；生物天然气,企业
中国电建集团贵阳勘测设计研究院有限公司,中国,贵阳,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物燃料,企业
中国疾病预防控制中心传染病预防控制所,中国,北京,2024,2,3,1.5,2,3,1.5,1.5,2,产品与应用,氨基酸与有机酸发酵产品；高值活性分子,应用产品,丙酮酸；核苷酸,机关团体
中国疾病预防控制中心传染病预防控制所,中国,北京,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,机关团体
中国疾病预防控制中心传染病预防控制所,中国,北京市,2021,2,4,2.0,2,4,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,机关团体
中国疾病预防控制中心传染病预防控制所,中国,北京市,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,机关团体
中国疾病预防控制中心传染病预防控制所,中国,北京市,2023,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因测序,底层工具,基因测序；核苷酸,"其他,机关团体"
中国疾病预防控制中心寄生虫病预防控制所,中国,上海市,2023,1,4,4.0,4,8,8.0,4.0,4,测试筛选与自动化,高通量构建与筛选,技术平台,诱导表达；高通量筛选,机关团体
中国疾病预防控制中心寄生虫病预防控制所(国家热带病研究中心),中国,上海,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,蛋白质工程,技术平台,蛋白质工程,科研单位
中国疾病预防控制中心病毒病预防控制所,中国,北京,2024,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因合成,底层工具,DNA组装,机关团体
中国疾病预防控制中心病毒病预防控制所,中国,北京市,2022,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,柠檬酸；核苷酸,机关团体
中国疾病预防控制中心营养与健康所,中国,北京市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,胶原蛋白,机关团体
中国石化扬子石油化工有限公司,中国,南京市,2021,4,11,2.75,3,16,4.0,2.75,3,产品与应用；生物过程与规模化；酶与蛋白质工程,平台化合物；生物反应器；酶固定化与反应体系,应用产品；生产制造,丁二酸；发酵罐；固定化酶；琥珀酸；细胞破碎,企业
中国石油化工股份有限公司,中国,北京,2024,14,43,3.0714285714285716,4,57,4.071428571428571,3.0714285714285716,4,产品与应用；原料与低碳路线；生物过程与规模化；酶与蛋白质工程,发酵工程；氨基酸与有机酸发酵产品；消费品与个护原料；生物催化；生物反应器；过程控制与优化；非粮生物质；高值活性分子,原料层；应用产品；生产制造,pH控制；发酵生产；发酵罐；微生物发酵；有机酸发酵；木质纤维素；核苷酸；生物催化；生物反应器；生物发酵；生物表面活性剂；细胞破碎；膜生物反应器；谷氨酸；辅酶Q10,企业
中国石油化工股份有限公司,中国,北京,2025,7,22,3.142857142857143,4,24,3.4285714285714284,3.142857142857143,4,DNA/RNA读写编辑；产品与应用；生物过程与规模化；酶与蛋白质工程,发酵工程；基因测序；消费品与个护原料；生物催化；生物反应器,应用产品；底层工具；生产制造,微生物发酵；柠檬酸；生物反应器；生物发酵；生物表面活性剂；生物转化；膜生物反应器；高通量测序,"企业；企业,企业"
中国石油化工股份有限公司,中国,北京市,2021,28,84,3.0,4,95,3.392857142857143,3.0,4,产品与应用；原料与低碳路线；底盘细胞与菌株工程；生物过程与规模化；酶与蛋白质工程,发酵工程；可降解聚合物；平台化合物；生物催化；生物反应器；生物能源与燃料；菌种选育与诱变；过程控制与优化；非粮生物质；高值活性分子,原料层；应用产品；技术平台；生产制造,pH控制；丙氨酸；光生物反应器；发酵生产；发酵罐；常压室温等离子体诱变；木质纤维素；柠檬酸；液态发酵；琥珀酸；生物催化；生物反应器；生物柴油；纤维素乙醇；聚乳酸；肌醇；膜生物反应器；赖氨酸,"企业；企业,学校"
中国石油化工股份有限公司,中国,北京市,2022,33,104,3.1515151515151514,4,147,4.454545454545454,3.1515151515151514,4,DNA/RNA读写编辑；产品与应用；原料与低碳路线；底盘细胞与菌株工程；生物过程与规模化；酶与蛋白质工程,下游分离纯化；发酵工程；基因与基因组编辑；平台化合物；氨基酸与有机酸发酵产品；消费品与个护原料；生物催化；生物反应器；生物炼制；菌种选育与诱变；过程控制与优化；非粮生物质,原料层；应用产品；底层工具；技术平台；生产制造,"1,3-丙二醇；ARTP；CRISPR；FDCA；pH控制；光生物反应器；农林废弃物；发酵液分离；发酵生产；发酵罐；呋喃二甲酸；基因编辑；微生物发酵；木质纤维素；木质纤维素生物炼制；燃料乙醇；琥珀酸；生物催化；生物反应器；生物发酵；生物炼制；生物表面活性剂；甲硫氨酸；纤维素乙醇；纤维素糖；纤维素酶制剂；膜过滤；赖氨酸；长链二元酸","企业；企业,学校"
中国石油化工股份有限公司,中国,北京市,2023,21,66,3.142857142857143,4,88,4.190476190476191,3.142857142857143,4,产品与应用；原料与低碳路线；生物过程与规模化；酶与蛋白质工程,发酵工程；平台化合物；生物催化；生物反应器；生物炼制；过程控制与优化；连续制造与过程强化；非粮生物质,原料层；应用产品；生产制造,pH控制；光生物反应器；发酵生产；发酵罐；木质纤维素；柠檬酸；琥珀酸；生物催化；生物反应器；生物质炼制；生物转化；膜生物反应器；膜过滤；苹果酸；连续培养；长链二元酸,企业
