第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types,firm_main_category,firm_main_sub_category,firm_main_industry_segment
北京汉科财富科技有限公司,中国,北京市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,甲硫氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
北京沃土天地生物科技股份有限公司,中国,北京市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业,生物过程与规模化,发酵工程,生产制造
北京沃太斯环保科技发展有限公司,中国,北京市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,消费品与个护原料,应用产品,生物表面活性剂,企业,产品与应用,消费品与个护原料,应用产品
北京泓恩生物科技有限公司,中国,北京市,2021,2021,1,4,4.0,4,7,7.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,层析纯化；膜过滤；诱导表达,企业,代谢工程与细胞工厂,表达系统,技术平台
北京泛球生物科技有限公司,中国,北京市,2021,2022,6,23,3.8333333333333335,4,31,5.166666666666667,3.8333333333333335,4,底盘细胞与菌株工程；生物过程与规模化；酶与蛋白质工程,下游分离纯化；发酵工程；生物催化；菌种选育与诱变,技术平台；生产制造,发酵生产；微生物发酵；生物发酵；生物转化；膜过滤；菌株选育；高产菌株；高通量筛选,企业,生物过程与规模化,发酵工程,生产制造
北京泰丰平生物科技有限公司,中国,北京市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业,生物过程与规模化,发酵工程,生产制造
北京泰德制药股份有限公司,中国,北京市,2022,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；精氨酸,企业,生物过程与规模化,生物反应器,生产制造
北京泰豪生物科技有限公司,中国,北京市,2023,2023,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业,生物过程与规模化,生物反应器,生产制造
北京泷涛环境修复有限公司,中国,北京市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,消费品与个护原料,应用产品,生物表面活性剂,企业,产品与应用,消费品与个护原料,应用产品
北京活力蓝晶生物科技有限公司,中国,北京,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
北京海博昕环保科技有限公司,中国,北京,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
北京润博盛环保工程科技有限公司,中国,北京,2024,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
北京源微生物科技有限公司,中国,北京市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
北京溯本源和生物科技有限公司,中国,北京市,2021,2021,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,蛋白质工程,技术平台,单克隆抗体；抗体工程,企业,酶与蛋白质工程,蛋白质工程,技术平台
北京炳洋科技有限公司,中国,北京市,2021,2021,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵,企业,生物过程与规模化,发酵工程,生产制造
北京焉支山科技有限公司,中国,北京,2024,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
北京燕京中发生物技术有限公司,中国,北京市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,谷氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
北京燕京啤酒股份有限公司,中国,北京,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,过程控制与优化,生产制造,pH控制,企业,生物过程与规模化,过程控制与优化,生产制造
北京爱发科技有限公司,中国,北京市,2021,2021,1,4,4.0,4,4,4.0,4.0,4,底盘细胞与菌株工程,耐受与适应性进化,技术平台,耐酸菌株,企业,底盘细胞与菌株工程,耐受与适应性进化,技术平台
北京爱蓝生物科技有限公司,中国,北京市,2022,2022,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
北京环境工程技术有限公司,中国,北京市,2022,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
北京理工大学,中国,北京,2024,2025,14,47,3.357142857142857,5,61,4.357142857142857,3.357142857142857,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；测试筛选与自动化；生物过程与规模化；酶与蛋白质工程,下游分离纯化；代谢工程；基因与基因组编辑；工业菌种创制；底盘细胞；氨基酸与有机酸发酵产品；生物反应器；菌种选育与诱变；酶工程；高值活性分子；高通量构建与筛选,应用产品；底层工具；技术平台；生产制造,ARTP；CRISPR；CRISPR-Cas9；丙氨酸；代谢工程；分离纯化；发酵罐；基因编辑；底盘菌株；核苷酸；毒性耐受；生物反应器；甲硫氨酸；突变体筛选；精氨酸；红景天苷；膜分离；膜生物反应器；苏氨酸；表达盒；谷氨酸；赖氨酸；酶工程；高产菌株,"学校；学校,科研单位",生物过程与规模化,生物反应器,技术平台
北京理工大学,中国,北京市,2021,2023,26,93,3.576923076923077,5,116,4.461538461538462,3.576923076923077,5,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；前沿生物制造；生物制造基础；生物过程与规模化；酶与蛋白质工程,发酵工程；合成生物学；基因与基因组编辑；干细胞与细胞规模制造；平台化合物；氨基酸与有机酸发酵产品；消费品与个护原料；生物催化；细胞工厂；表达系统；酶工程；重组药物与生物活性原料；高值活性分子,前沿制造；应用产品；底层工具；技术平台；生产制造,CRISPR；代谢工程；分泌表达；发酵工程；发酵生产；发酵罐；合成生物学；基因编辑；工业发酵；戊二酸；柠檬酸；核苷酸；生物催化；生物燃料；生物表面活性剂；细胞工厂；胶原蛋白；自动化细胞培养；表达盒；赖氨酸；酶工程；酶法合成,"学校；科研单位,学校",酶与蛋白质工程,发酵工程,生产制造
北京理工大学唐山研究院,中国,唐山,2025,2025,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,柠檬酸；生物反应器；膜生物反应器,科研单位,生物过程与规模化,生物反应器,生产制造
北京瑞济善健康科技有限公司,中国,北京市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
北京生物制品研究所有限责任公司,中国,北京市,2021,2021,2,7,3.5,4,10,5.0,3.5,4,生物过程与规模化,发酵工程；生物反应器,生产制造,发酵生产；发酵罐；生物反应器,企业,生物过程与规模化,发酵工程,生产制造
北京电子科技职业学院,中国,北京,2025,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,酶工程,学校,酶与蛋白质工程,酶工程,技术平台
北京电子科技职业学院,中国,北京市,2021,2022,2,7,3.5,4,13,6.5,3.5,4,生物过程与规模化,下游分离纯化；发酵工程,生产制造,分离纯化；发酵工程；发酵液分离；发酵罐；深层发酵,学校,生物过程与规模化,发酵工程,生产制造
北京百利生葡萄酒业有限公司,中国,北京市,2022,2022,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤；苹果酸,企业,生物过程与规模化,下游分离纯化,生产制造
北京百奥茵诺生物科技有限公司,中国,北京市,2021,2022,3,12,4.0,4,17,5.666666666666667,4.0,4,代谢工程与细胞工厂；生物过程与规模化,发酵工程；表达系统,技术平台；生产制造,丙酮酸；发酵生产；四氢嘧啶；工业发酵；微生物发酵；生物发酵；表达盒；谷氨酸,企业,生物过程与规模化,发酵工程,生产制造
北京百普赛斯生物科技股份有限公司,中国,北京市,2021,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；层析纯化,企业,生物过程与规模化,下游分离纯化,生产制造
北京百益宁医学科技有限责任公司,中国,北京市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,单克隆抗体,企业,产品与应用,重组药物与生物活性原料,应用产品
北京皓尔生物科技有限公司,中国,北京市,2022,2022,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；微生物发酵；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
北京盛拓达生物技术有限公司,中国,北京,2024,2025,2,7,3.5,4,10,5.0,3.5,4,生物过程与规模化；计算设计与AI,多组学与系统建模；生物反应器,底层工具；生产制造,代谢网络模型；发酵罐,企业,生物过程与规模化,生物反应器,生产制造
北京盛美诺生物技术有限公司,中国,北京,2024,2025,3,5,1.6666666666666667,3,6,2.0,1.6666666666666667,3,产品与应用；生物过程与规模化,下游分离纯化；重组药物与生物活性原料,应用产品；生产制造,分离纯化；胶原蛋白,企业,产品与应用,重组药物与生物活性原料,应用产品
北京盛美诺生物技术有限公司,中国,北京市,2022,2023,4,12,3.0,4,15,3.75,3.0,4,产品与应用；生物过程与规模化,下游分离纯化；发酵工程；重组药物与生物活性原料,应用产品；生产制造,分离纯化；生物发酵；胶原蛋白,企业,生物过程与规模化,发酵工程,生产制造
北京眺平科技有限公司,中国,北京,2024,2024,1,4,4.0,4,10,10.0,4.0,4,代谢工程与细胞工厂,表达系统,生产制造,分泌表达；固定化酶；超滤浓缩；酶固定化,企业,代谢工程与细胞工厂,表达系统,生产制造
北京石油化工学院,中国,北京,2024,2024,2,4,2.0,3,5,2.5,2.0,3,产品与应用；生物过程与规模化,氨基酸与有机酸发酵产品；生物反应器,应用产品；生产制造,柠檬酸；生物反应器；谷氨酸,学校,生物过程与规模化,生物反应器,生产制造
北京碧水源膜科技有限公司,中国,北京市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
北京科为博生物科技有限公司,中国,北京,2024,2024,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化；酶与蛋白质工程,发酵工程；酶工程,技术平台；生产制造,微生物发酵；生物发酵；酶工程,企业,生物过程与规模化,发酵工程,生产制造
北京科为博生物科技有限公司,中国,北京市,2024,2024,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,酶工程,企业,酶与蛋白质工程,酶工程,技术平台
北京科丽科技有限公司,中国,北京市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产,企业,生物过程与规模化,发酵工程,生产制造
北京科奥明生物技术有限公司,中国,北京市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
北京科技大学,中国,北京,2024,2025,4,15,3.75,4,16,4.0,3.75,4,原料与低碳路线；生物元件与线路；生物过程与规模化；计算设计与AI,下游分离纯化；人工碳循环与固碳；多组学与系统建模；模块化装配,原料层；底层工具；技术平台；生产制造,基因模块；基因调控网络；微生物固碳；柠檬酸；生物固碳；膜分离,"学校；学校,学校",计算设计与AI,多组学与系统建模,底层工具
北京科技大学,中国,北京市,2021,2023,21,61,2.9047619047619047,4,84,4.0,2.9047619047619047,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；原料与低碳路线；生物过程与规模化,发酵工程；可降解聚合物；基因与基因组编辑；氨基酸与有机酸发酵产品；生物能源与燃料；表达系统；非粮生物质；食品与营养；高值活性分子,原料层；应用产品；底层工具；技术平台；生产制造,CRISPR；丙酮酸；丙酸；发酵生产；发酵罐；固态发酵；基因组编辑；基因编辑；定点突变；工业酶制剂；微生物油脂；有机酸发酵；木质纤维素；柠檬酸；核苷酸；生物发酵；生物燃料；聚乳酸；苹果酸；虾青素；表达盒；辅酶Q10；连续发酵,"企业,学校；企业,科研单位,学校；学校",产品与应用,发酵工程,应用产品
北京科拓恒通生物技术股份有限公司,中国,北京,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化,企业,生物过程与规模化,下游分离纯化,生产制造
北京科林思源生物质能源科技有限公司,中国,北京,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
北京科润生科技发展有限公司,中国,北京市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业,产品与应用,高值活性分子,应用产品
北京科跃中楷生物技术有限公司,中国,北京市,2023,2023,2,4,2.0,2,6,3.0,2.0,2,产品与应用,高值活性分子,应用产品,单克隆抗体；核苷酸,企业,产品与应用,高值活性分子,应用产品
北京立康生命科技有限公司,中国,北京市,2022,2022,1,4,4.0,4,8,8.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,分泌表达；肝素；超滤浓缩,企业,代谢工程与细胞工厂,表达系统,技术平台
北京纬纶华业环保科技股份有限公司,中国,北京,2025,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
